Gene Symbol,technical_prompt,uniprot_prompt
PSMA8,HeLa cells with PSMA8 knockdown showing high migration (distance),"PSMA8 normally functions as Component of the spermatoproteasome, a proteasome specifically found in testis that promotes acetylation-dependent degradation of histones, thereby participating actively to the exchange of histones during spermatogenesis (PubMed:23706739, PubMed:31358751, PubMed:31437213). The proteasome is a protein complex that degrades unneeded or damaged proteins by proteolysis, a chemical reaction that breaks peptide bonds (Probable). Required for 20S core proteasome assembly, essential for the degradation of meiotic proteins RAD51 and RPA1 at late prophase I and the progression of meiosis I during spermatogenesis (PubMed:31358751). Localizes to the synaptonemal complex, a 'zipper'-like structure that holds homologous chromosome pairs in synapsis during meiotic prophase I (PubMed:31437213)"
PSMB10,,"PSMB10 normally functions as The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity. This subunit is involved in antigen processing to generate class I binding peptides (By similarity)"
PSMB2,HeLa cells with PSMB2 knockdown showing high migration (distance),"PSMB2 normally functions as Non-catalytic component of the 20S core proteasome complex involved in the proteolytic degradation of most intracellular proteins. This complex plays numerous essential roles within the cell by associating with different regulatory particles. Associated with two 19S regulatory particles, forms the 26S proteasome and thus participates in the ATP-dependent degradation of ubiquitinated proteins. The 26S proteasome plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins that could impair cellular functions, and by removing proteins whose functions are no longer required. Associated with the PA200 or PA28, the 20S proteasome mediates ubiquitin-independent protein degradation. This type of proteolysis is required in several pathways including spermatogenesis (20S-PA200 complex) or generation of a subset of MHC class I-presented antigenic peptides (20S-PA28 complex)"
PSMB3,HeLa cells with PSMB3 knockdown showing high migration (distance),"PSMB3 normally functions as Non-catalytic component of the 20S core proteasome complex involved in the proteolytic degradation of most intracellular proteins. This complex plays numerous essential roles within the cell by associating with different regulatory particles. Associated with two 19S regulatory particles, forms the 26S proteasome and thus participates in the ATP-dependent degradation of ubiquitinated proteins. The 26S proteasome plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins that could impair cellular functions, and by removing proteins whose functions are no longer required. Associated with the PA200 or PA28, the 20S proteasome mediates ubiquitin-independent protein degradation. This type of proteolysis is required in several pathways including spermatogenesis (20S-PA200 complex) or generation of a subset of MHC class I-presented antigenic peptides (20S-PA28 complex)"
PSMB4,HeLa cells with PSMB4 knockdown showing high migration (distance),"PSMB4 normally functions as Non-catalytic component of the proteasome, a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity"
PSMB5,HeLa cells with PSMB5 knockdown showing high migration (distance) and migration (speed) and low increased proliferation,"PSMB5 normally functions as Component of the 20S core proteasome complex involved in the proteolytic degradation of most intracellular proteins. This complex plays numerous essential roles within the cell by associating with different regulatory particles. Associated with two 19S regulatory particles, forms the 26S proteasome and thus participates in the ATP-dependent degradation of ubiquitinated proteins. The 26S proteasome plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins that could impair cellular functions, and by removing proteins whose functions are no longer required. Associated with the PA200 or PA28, the 20S proteasome mediates ubiquitin-independent protein degradation. This type of proteolysis is required in several pathways including spermatogenesis (20S-PA200 complex) or generation of a subset of MHC class I-presented antigenic peptides (20S-PA28 complex). Within the 20S core complex, PSMB5 displays a chymotrypsin-like activity"
PSMB6,HeLa cells with PSMB6 knockdown showing high migration (distance),"PSMB6 normally functions as Component of the 20S core proteasome complex involved in the proteolytic degradation of most intracellular proteins. This complex plays numerous essential roles within the cell by associating with different regulatory particles. Associated with two 19S regulatory particles, forms the 26S proteasome and thus participates in the ATP-dependent degradation of ubiquitinated proteins. The 26S proteasome plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins that could impair cellular functions, and by removing proteins whose functions are no longer required. Associated with the PA200 or PA28, the 20S proteasome mediates ubiquitin-independent protein degradation. This type of proteolysis is required in several pathways including spermatogenesis (20S-PA200 complex) or generation of a subset of MHC class I-presented antigenic peptides (20S-PA28 complex). Within the 20S core complex, PSMB6 displays a peptidylglutamyl-hydrolyzing activity also termed postacidic or caspase-like activity, meaning that the peptides bond hydrolysis occurs directly after acidic residues"
PSMB7,HeLa cells with PSMB7 knockdown showing low migration (distance),"PSMB7 normally functions as Component of the 20S core proteasome complex involved in the proteolytic degradation of most intracellular proteins. This complex plays numerous essential roles within the cell by associating with different regulatory particles. Associated with two 19S regulatory particles, forms the 26S proteasome and thus participates in the ATP-dependent degradation of ubiquitinated proteins. The 26S proteasome plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins that could impair cellular functions, and by removing proteins whose functions are no longer required. Associated with the PA200 or PA28, the 20S proteasome mediates ubiquitin-independent protein degradation. This type of proteolysis is required in several pathways including spermatogenesis (20S-PA200 complex) or generation of a subset of MHC class I-presented antigenic peptides (20S-PA28 complex). Within the 20S core complex, PSMB7 displays a trypsin-like activity"
PSMB8,HeLa cells with PSMB8 knockdown showing high migration (distance),"PSMB8 normally functions as The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity. This subunit is involved in antigen processing to generate class I binding peptides. May participate in the generation of spliced peptides resulting from the ligation of two separate proteasomal cleavage products that are not contiguous in the parental protein (By similarity). Required for adipocyte differentiation (By similarity)"
PSMB9,HeLa cells with PSMB9 knockdown showing low migration (distance),"PSMB9 normally functions as The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity. This subunit is involved in antigen processing to generate class I binding peptides (By similarity)"
PSMD9,HeLa cells with PSMD9 knockdown showing high migration (distance) and low increased proliferation,"PSMD9 normally functions as Acts as a chaperone during the assembly of the 26S proteasome, specifically of the base subcomplex of the PA700/19S regulatory complex (RC). During the base subcomplex assembly is part of an intermediate PSMD9:PSMC6:PSMC3 module, also known as modulator trimer complex; PSMD9 is released during the further base assembly process"
PSPH,HeLa cells with PSPH knockdown showing high migration (distance),"PSPH normally functions as Catalyzes the last irreversible step in the biosynthesis of L-serine from carbohydrates, the dephosphorylation of O-phospho-L-serine to L-serine. L-serine can then be used in protein synthesis, to produce other amino acids, in nucleotide metabolism or in glutathione synthesis, or can be racemized to D-serine, a neuromodulator. May also act on O-phospho-D-serine"
PTENP1,HeLa cells with PTENP1 knockdown showing high migration (distance) and migration (speed),
PYCARD,HeLa cells with PYCARD knockdown showing high migration (distance) and migration (speed),"PYCARD normally functions as Functions as a key mediator in apoptosis and inflammation. Promotes caspase-mediated apoptosis involving predominantly caspase-8 and also caspase-9 in a probable cell type-specific manner. Involved in activation of the mitochondrial apoptotic pathway, promotes caspase-8-dependent proteolytic maturation of BID independently of FADD in certain cell types and also mediates mitochondrial translocation of BAX and activates BAX-dependent apoptosis coupled to activation of caspase-9, -2 and -3. Involved in innate immune response by acting as an integral adapter in the assembly of various inflammasomes (NLRP2, NLRP3, NLRP6 and AIM2) which recruit and activate caspase-1 leading to processing and secretion of pro-inflammatory cytokines. Caspase-1-dependent inflammation leads to macrophage pyroptosis, a form of cell death. The function as activating adapter in different types of inflammasomes is mediated by the pyrin and CARD domains and their homotypic interactions. Clustered PYCARD nucleates the formation of caspase-1 filaments through the interaction of their respective CARD domains, acting as a platform for of caspase-1 polymerization. In the NLRC4 inflammasomes seems not be required but facilitates the processing of procaspase-1. In cooperation with NOD2 involved in an inflammasome activated by bacterial muramyl dipeptide leading to caspase-1 activation. May be involved in RIGI-triggered pro-inflammatory responses and inflammasome activation. In collaboration with AIM2 which detects cytosolic double-stranded DNA may also be involved in a caspase-1-independent cell death that involves caspase-8. In adaptive immunity may be involved in maturation of dendritic cells to stimulate T-cell immunity and in cytoskeletal rearrangements coupled to chemotaxis and antigen uptake may be involved in post-transcriptional regulation of the guanine nucleotide exchange factor DOCK2; the latter function is proposed to involve the nuclear form. Also involved in transcriptional activation of cytokines and chemokines independent of the inflammasome; this function may involve AP-1, NF-kappa-B, MAPK and caspase-8 signaling pathways. For regulation of NF-kappa-B activating and inhibiting functions have been reported. Modulates NF-kappa-B induction at the level of the IKK complex by inhibiting kinase activity of CHUK and IKBK. Proposed to compete with RIPK2 for association with CASP1 thereby down-regulating CASP1-mediated RIPK2-dependent NF-kappa-B activation and activating interleukin-1 beta processing. Modulates host resistance to DNA virus infection, probably by inducing the cleavage of and inactivating CGAS in presence of cytoplasmic double-stranded DNA"
Q7RTY9_HUMAN,HeLa cells with Q7RTY9_HUMAN knockdown showing high migration (speed),
Q8IV80_HUMAN,HeLa cells with Q8IV80_HUMAN knockdown showing low migration (distance),
QDPR,HeLa cells with QDPR knockdown showing high migration (distance),QDPR normally functions as Catalyzes the conversion of quinonoid dihydrobiopterin into tetrahydrobiopterin
RAD50,HeLa cells with RAD50 knockdown showing high migration (distance),"RAD50 normally functions as Component of the MRN complex, which plays a central role in double-strand break (DSB) repair, DNA recombination, maintenance of telomere integrity and meiosis (PubMed:15064416, PubMed:21757780, PubMed:27889449, PubMed:28134932, PubMed:28867292, PubMed:9590181, PubMed:9651580, PubMed:9705271). The MRN complex is involved in the repair of DNA double-strand breaks (DSBs) via homologous recombination (HR), an error-free mechanism which primarily occurs during S and G2 phases (PubMed:15064416, PubMed:21757780, PubMed:27889449, PubMed:28867292, PubMed:9590181, PubMed:9651580, PubMed:9705271). The complex (1) mediates the end resection of damaged DNA, which generates proper single-stranded DNA, a key initial steps in HR, and is (2) required for the recruitment of other repair factors and efficient activation of ATM and ATR upon DNA damage (PubMed:15064416, PubMed:27889449, PubMed:28867292, PubMed:9590181, PubMed:9651580, PubMed:9705271). The MRN complex possesses single-strand endonuclease activity and double-strand-specific 3'-5' exonuclease activity, which are provided by MRE11, to initiate end resection, which is required for single-strand invasion and recombination (PubMed:11741547, PubMed:9590181, PubMed:9651580, PubMed:9705271). Within the complex, RAD50 is both required to bind DNA ends and hold them in close proximity and regulate the activity of MRE11 (PubMed:11741547, PubMed:12805565, PubMed:28134932). RAD50 provides an ATP-dependent control of MRE11 by positioning DNA ends into the MRE11 active site: ATP-binding induces a large structural change from an open form with accessible MRE11 nuclease sites into a closed form (By similarity). The MRN complex is also required for DNA damage signaling via activation of the ATM and ATR kinases: the nuclease activity of MRE11 is not required to activate ATM and ATR (PubMed:15064416, PubMed:15790808, PubMed:16622404). The MRN complex is also required for the processing of R-loops (PubMed:31537797). In telomeres the MRN complex may modulate t-loop formation (PubMed:10888888)"
RCE1,HeLa cells with RCE1 knockdown showing high migration (distance),"RCE1 normally functions as Protease involved in the processing of a variety of prenylated proteins containing the C-terminal CAAX motif, where C is a cysteine modified with an isoprenoid lipid, A is an aliphatic amino acid and X is any C-terminal amino acid. Proteolytically removes the C-terminal three residues of farnesylated and geranylated proteins, leaving the prenylated cysteine as the new C-terminus. Is able to process K-Ras, N-Ras, H-Ras, RAP1B and G-gamma-1 (By similarity)"
RCHY1,HeLa cells with RCHY1 knockdown showing high migration (distance) and migration (speed),"RCHY1 normally functions as E3 ubiquitin-protein ligase that mediates ubiquitination of target proteins, including p53/TP53, TP73, HDAC1 and CDKN1B (By similarity). Mediates ubiquitination and degradation of p53/TP53; preferentially acts on tetrameric p53/TP53 (By similarity). Catalyzes monoubiquitinates the translesion DNA polymerase POLH (PubMed:12654245). Involved in the ribosome-associated quality control (RQC) pathway, which mediates the extraction of incompletely synthesized nascent chains from stalled ribosomes: RCHY1 acts downstream of NEMF and recognizes CAT tails associated with stalled nascent chains, leading to their ubiquitination and degradation (By similarity)"
REN,HeLa cells with REN knockdown showing high migration (distance),"REN normally functions as Renin is a highly specific endopeptidase, whose only known function is to generate angiotensin I from angiotensinogen in the plasma, initiating a cascade of reactions that produce an elevation of blood pressure and increased sodium retention by the kidney"
RILP,HeLa cells with RILP knockdown showing high migration (distance),RILP normally functions as Rab effector playing a role in late endocytic transport to degradative compartments. Involved in the regulation of lysosomal morphology and distribution. Induces recruitment of dynein-dynactin motor complexes to Rab7A-containing late endosome and lysosome compartments. Promotes centripetal migration of phagosomes and the fusion of phagosomes with the late endosomes and lysosomes
RIPK4,HeLa cells with RIPK4 knockdown showing high migration (distance),"RIPK4 normally functions as Serine/threonine protein kinase (PubMed:28507225). Required for embryonic skin development and correct skin homeostasis in adults, via phosphorylation of PKP1 and subsequent promotion of keratinocyte differentiation and cell adhesion (PubMed:28507225). It is a direct transcriptional target of TP63 (PubMed:22197488). Plays a role in NF-kappa-B activation (PubMed:12446564)"
RNGTT,HeLa cells with RNGTT knockdown showing high migration (distance),"RNGTT normally functions as Bifunctional mRNA-capping enzyme exhibiting RNA 5'-triphosphate monophosphatase activity in the N-terminal part and mRNA guanylyltransferase activity in the C-terminal part. Catalyzes the first two steps of cap formation: by removing the gamma-phosphate from the 5'-triphosphate end of nascent mRNA to yield a diphosphate end, and by transferring the GMP moiety of GTP to the 5'-diphosphate terminus of RNA via a covalent enzyme-GMP reaction intermediate"
RPE65,HeLa cells with RPE65 knockdown showing low migration (distance),"RPE65 normally functions as Critical isomerohydrolase in the retinoid cycle involved in regeneration of 11-cis-retinal, the chromophore of rod and cone opsins. Catalyzes the cleavage and isomerization of all-trans-retinyl fatty acid esters to 11-cis-retinol which is further oxidized by 11-cis retinol dehydrogenase to 11-cis-retinal for use as visual chromophore. Essential for the production of 11-cis retinal for both rod and cone photoreceptors. Also capable of catalyzing the isomerization of lutein to meso-zeaxanthin an eye-specific carotenoid. The soluble form binds vitamin A (all-trans-retinol), making it available for LRAT processing to all-trans-retinyl ester. The membrane form, palmitoylated by LRAT, binds all-trans-retinyl esters, making them available for IMH (isomerohydrolase) processing to all-cis-retinol. The soluble form is regenerated by transferring its palmitoyl groups onto 11-cis-retinol, a reaction catalyzed by LRAT"
RSC1A1,HeLa cells with RSC1A1 knockdown showing high migration (distance) and migration (speed),"RSC1A1 normally functions as Mediates transcriptional and post-transcriptional regulation of SLC5A1. Inhibits a dynamin and PKC-dependent exocytotic pathway of SLC5A1. Also involved in transcriptional regulation of SLC22A2. Exhibits glucose-dependent, short-term inhibition of SLC5A1 and SLC22A2 by inhibiting the release of vesicles from the trans-Golgi network"
RTN4IP1,HeLa cells with RTN4IP1 knockdown showing high migration (distance) and increased proliferation,"RTN4IP1 normally functions as Plays a role in the regulation of retinal ganglion cell (RGC) maturation, neurite outgrowth, and hence in the development of the inner retina and optic nerve (PubMed:26593267). Appears to be a potent inhibitor of regeneration following spinal cord injury (By similarity)"
SCPEP1,HeLa cells with SCPEP1 knockdown showing high migration (distance) and migration (speed),SCPEP1 normally functions as May be involved in vascular wall and kidney homeostasis
SEC11A,HeLa cells with SEC11A knockdown showing high migration (distance) and migration (speed),SEC11A normally functions as Catalytic component of the signal peptidase complex (SPC) which catalyzes the cleavage of N-terminal signal sequences from nascent proteins as they are translocated into the lumen of the endoplasmic reticulum. Specifically cleaves N-terminal signal peptides that contain a hydrophobic alpha-helix (h-region) shorter than 18-20 amino acids
SEC11C,HeLa cells with SEC11C knockdown showing high migration (distance),SEC11C normally functions as Catalytic component of the signal peptidase complex (SPC) which catalyzes the cleavage of N-terminal signal sequences from nascent proteins as they are translocated into the lumen of the endoplasmic reticulum. Specifically cleaves N-terminal signal peptides that contain a hydrophobic alpha-helix (h-region) shorter than 18-20 amino acids
SEC24B,HeLa cells with SEC24B knockdown showing high migration (distance) and migration (speed),"SEC24B normally functions as Component of the coat protein complex II (COPII) which promotes the formation of transport vesicles from the endoplasmic reticulum (ER). The coat has two main functions, the physical deformation of the endoplasmic reticulum membrane into vesicles and the selection of cargo molecules for their transport to the Golgi complex (PubMed:17499046, PubMed:18843296, PubMed:20427317). Plays a central role in cargo selection within the COPII complex and together with SEC24A may have a different specificity compared to SEC24C and SEC24D. May package preferentially cargos with cytoplasmic DxE or LxxLE motifs and may also recognize conformational epitopes (PubMed:17499046, PubMed:18843296)"
SEC24C,HeLa cells with SEC24C knockdown showing low migration (distance),"SEC24C normally functions as Component of the coat protein complex II (COPII) which promotes the formation of transport vesicles from the endoplasmic reticulum (ER). The coat has two main functions, the physical deformation of the endoplasmic reticulum membrane into vesicles and the selection of cargo molecules for their transport to the Golgi complex (PubMed:10214955, PubMed:17499046, PubMed:18843296, PubMed:20427317). Plays a central role in cargo selection within the COPII complex and together with SEC24D may have a different specificity compared to SEC24A and SEC24B (PubMed:17499046, PubMed:18843296, PubMed:20427317). May more specifically package GPI-anchored proteins through the cargo receptor TMED10 (PubMed:20427317). May also be specific for IxM motif-containing cargos like the SNAREs GOSR2 and STX5 (PubMed:18843296)"
SEC24D,HeLa cells with SEC24D knockdown showing low migration (distance),"SEC24D normally functions as Component of the coat protein complex II (COPII) which promotes the formation of transport vesicles from the endoplasmic reticulum (ER). The coat has two main functions, the physical deformation of the endoplasmic reticulum membrane into vesicles and the selection of cargo molecules for their transport to the Golgi complex (PubMed:17499046, PubMed:18843296, PubMed:20427317). Plays a central role in cargo selection within the COPII complex and together with SEC24C may have a different specificity compared to SEC24A and SEC24B (PubMed:17499046, PubMed:18843296, PubMed:20427317). May more specifically package GPI-anchored proteins through the cargo receptor TMED10 (PubMed:20427317). May also be specific for IxM motif-containing cargos like the SNAREs GOSR2 and STX5 (PubMed:18843296)"
SENP1,HeLa cells with SENP1 knockdown showing high migration (distance) and low increased proliferation,"SENP1 normally functions as Protease that catalyzes two essential functions in the SUMO pathway. The first is the hydrolysis of an alpha-linked peptide bond at the C-terminal end of the small ubiquitin-like modifier (SUMO) propeptides, SUMO1, SUMO2 and SUMO3 leading to the mature form of the proteins. The second is the deconjugation of SUMO1, SUMO2 and SUMO3 from targeted proteins, by cleaving an epsilon-linked peptide bond between the C-terminal glycine of the mature SUMO and the lysine epsilon-amino group of the target protein. Deconjugates SUMO1 from HIPK2. Deconjugates SUMO1 from HDAC1 and BHLHE40/DEC1, which decreases its transcriptional repression activity. Deconjugates SUMO1 from CLOCK, which decreases its transcriptional activation activity. Deconjugates SUMO2 from MTA1. Inhibits N(6)-methyladenosine (m6A) RNA methylation by mediating SUMO1 deconjugation from METTL3 and ALKBH5: METTL3 inhibits the m6A RNA methyltransferase activity, while ALKBH5 desumoylation promotes m6A demethylation. Desumoylates CCAR2 which decreases its interaction with SIRT1. Deconjugates SUMO1 from GPS2"
SENP2,HeLa cells with SENP2 knockdown showing low migration (distance),"SENP2 normally functions as Protease that catalyzes two essential functions in the SUMO pathway (By similarity). The first is the hydrolysis of an alpha-linked peptide bond at the C-terminal end of the small ubiquitin-like modifier (SUMO) propeptides, SUMO1, SUMO2 and SUMO3 leading to the mature form of the proteins (By similarity). The second is the deconjugation of SUMO1, SUMO2 and SUMO3 from targeted proteins, by cleaving an epsilon-linked peptide bond between the C-terminal glycine of the mature SUMO and the lysine epsilon-amino group of the target protein (By similarity). May down-regulate CTNNB1 levels and thereby modulate the Wnt pathway (PubMed:10944533, PubMed:11997515). Deconjugates SUMO2 from MTA1 (By similarity). Plays a dynamic role in adipogenesis by desumoylating and promoting the stabilization of CEBPB (By similarity). Acts as a regulator of the cGAS-STING pathway by catalyzing desumoylation of CGAS and STING1 during the late phase of viral infection (By similarity)"
SENP3,HeLa cells with SENP3 knockdown showing low migration (distance),"SENP3 normally functions as Protease that releases SUMO2 and SUMO3 monomers from sumoylated substrates, but has only weak activity against SUMO1 conjugates (PubMed:11029585). Deconjugates SUMO2 from MEF2D, which increases its transcriptional activation capability (By similarity). Deconjugates SUMO2 and SUMO3 from CDCA8 (By similarity). Redox sensor that, when redistributed into nucleoplasm, can act as an effector to enhance HIF1A transcriptional activity by desumoylating EP300 (By similarity). Required for rRNA processing through deconjugation of SUMO2 and SUMO3 from nucleophosmin, NPM1 (By similarity). Plays a role in the regulation of sumoylation status of ZNF148 (By similarity). Functions as a component of the Five Friends of Methylated CHTOP (5FMC) complex; the 5FMC complex is recruited to ZNF148 by methylated CHTOP, leading to desumoylation of ZNF148 and subsequent transactivation of ZNF148 target genes (PubMed:22872859). Deconjugates SUMO2 from KAT5 (By similarity). Catalyzes desumoylation of MRE11 (By similarity)"
SENP5,HeLa cells with SENP5 knockdown showing high migration (distance),SENP5 normally functions as Protease that catalyzes two essential functions in the SUMO pathway: processing of full-length SUMO3 to its mature form and deconjugation of SUMO2 and SUMO3 from targeted proteins. Has weak proteolytic activity against full-length SUMO1 or SUMO1 conjugates. Required for cell division
SENP6,HeLa cells with SENP6 knockdown showing low increased proliferation,"SENP6 normally functions as Protease that deconjugates SUMO1, SUMO2 and SUMO3 from targeted proteins. Processes preferentially poly-SUMO2 and poly-SUMO3 chains, but does not efficiently process SUMO1, SUMO2 and SUMO3 precursors. Deconjugates SUMO1 from RXRA, leading to transcriptional activation. Involved in chromosome alignment and spindle assembly, by regulating the kinetochore CENPH-CENPI-CENPK complex. Desumoylates PML and CENPI, protecting them from degradation by the ubiquitin ligase RNF4, which targets polysumoylated proteins for proteasomal degradation. Desumoylates also RPA1, thus preventing recruitment of RAD51 to the DNA damage foci to initiate DNA repair through homologous recombination"
SENP7,HeLa cells with SENP7 knockdown showing high migration (distance),"SENP7 normally functions as Protease that acts as a positive regulator of the cGAS-STING pathway by catalyzing desumoylation of CGAS. Desumoylation of CGAS promotes DNA-binding activity of CGAS, subsequent oligomerization and activation (By similarity). Deconjugates SUMO2 and SUMO3 from targeted proteins, but not SUMO1. Catalyzes the deconjugation of poly-SUMO2 and poly-SUMO3 chains. Has very low efficiency in processing full-length SUMO proteins to their mature forms (By similarity)"
SERPINA4,HeLa cells with SERPINA4 knockdown showing high migration (distance),SERPINA4 normally functions as Inhibits human amidolytic and kininogenase activities of tissue kallikrein
SERPINA6,HeLa cells with SERPINA6 knockdown showing low migration (distance),SERPINA6 normally functions as Major transport protein for glucocorticoids and progestins in the blood of almost all vertebrate species
SGPP1,HeLa cells with SGPP1 knockdown showing low migration (distance),"SGPP1 normally functions as Specifically dephosphorylates sphingosine 1-phosphate (S1P), dihydro-S1P, and phyto-S1P. Does not act on ceramide 1-phosphate, lysophosphatidic acid or phosphatidic acid. Sphingosine-1-phosphate phosphatase activity is needed for efficient recycling of sphingosine into the sphingolipid synthesis pathway. Regulates the intracellular levels of the bioactive sphingolipid metabolite S1P that regulates diverse biological processes acting both as an extracellular receptor ligand or as an intracellular second messenger (By similarity). Involved in efficient ceramide synthesis from exogenous sphingoid bases. Converts S1P to sphingosine, which is readily metabolized to ceramide via ceramide synthase. In concert with sphingosine kinase 2 (SphK2), recycles sphingosine into ceramide through a phosphorylation/dephosphorylation cycle (By similarity). Regulates endoplasmic-to-Golgi trafficking of ceramides, resulting in the regulation of ceramide levels in the endoplasmic reticulum, preferentially long-chain ceramide species, and influences the anterograde membrane transport of both ceramide and proteins from the endoplasmic reticulum to the Golgi apparatus (By similarity). The modulation of intracellular ceramide levels in turn regulates apoptosis (By similarity). Via S1P levels, modulates resting tone, intracellular Ca(2+) and myogenic vasoconstriction in resistance arteries. Also involved in unfolded protein response (UPR) and ER stress-induced autophagy via regulation of intracellular S1P levels (By similarity). Involved in the regulation of epidermal homeostasis and keratinocyte differentiation (By similarity)"
SKIP_HUMAN,HeLa cells with SKIP_HUMAN knockdown showing high migration (distance),
SLC10A1,HeLa cells with SLC10A1 knockdown showing high migration (distance),"SLC10A1 normally functions as As a major transporter of conjugated bile salts from plasma into the hepatocyte, it plays a key role in the enterohepatic circulation of bile salts necessary for the solubilization and absorption of dietary fat and fat-soluble vitamins (PubMed:10209268). It is strictly dependent on the extracellular presence of sodium (PubMed:10209268, PubMed:34060352). It exhibits broad substrate specificity and transports various bile acids, such as taurocholate, cholate, as well as non-bile acid organic compounds, such as estrone sulfate (PubMed:10209268, PubMed:34060352). Works collaboratively with the ileal transporter (NTCP2), the organic solute transporter (OST), and the bile salt export pump (BSEP), to ensure efficacious biological recycling of bile acids during enterohepatic circulation (By similarity)"
SLC10A2,HeLa cells with SLC10A2 knockdown showing high migration (distance),"SLC10A2 normally functions as Plays a critical role in the sodium-dependent reabsorption of bile acids from the lumen of the small intestine (PubMed:7592981). Transports various bile acids, unconjugated or conjugated, such as cholate and taurocholate (PubMed:7592981, PubMed:8288599). Also responsible for bile acid transport in the renal proximal tubules, a salvage mechanism that helps conserve bile acids (Probable). Works collaboratively with the Na(+)-taurocholate cotransporting polypeptide (NTCP), the organic solute transporter (OST), and the bile salt export pump (BSEP), to ensure efficacious biological recycling of bile acids during enterohepatic circulation (By similarity)"
SLC10A3,,SLC10A3 normally functions as The ubiquitous expression and the conservation of the sequence in distant animal species suggest that the gene codes for a protein with housekeeping functions
SLC10A4,,SLC10A4 normally functions as Transporter for bile acids
SLC10A6,HeLa cells with SLC10A6 knockdown showing low migration (distance),"SLC10A6 normally functions as Transports sulfoconjugated steroid hormones from the extracellular compartment into the cytosol in a sodium-dependent manner without hydrolysis (PubMed:23562556). Steroid sulfate hormones are commonly considered to be biologically inactive metabolites, that may be activated by steroid sulfatases into free steroids (By similarity). May play an important role by delivering sulfoconjugated steroids to specific target cells in reproductive organs (PubMed:23562556). May play a role transporting the estriol precursor 16alpha-hydroxydehydroepiandrosterone 3-sulfate (16a-OH-DHEAS) at the fetal blood vessel endothelium (By similarity). Can also transport other sulfoconjugated molecules such as taurolithocholic acid-3-sulfate and sulfoconjugated pyrenes (By similarity)"
SLC11A1,HeLa cells with SLC11A1 knockdown showing high migration (distance),"SLC11A1 normally functions as Macrophage-specific antiporter that fluxes metal ions in either direction against a proton gradient. Localized to late endosomal lysosomal membranes, delivers bivalent cations from the cytosol into these acidic compartments where they may directly affect antimicrobial activity. Involved in iron metabolism and host natural resistance to infection with intracellular parasites. Pathogen resistance involves sequestration of Fe(2+) and Mn(2+), cofactors of both prokaryotic and eukaryotic catalases and superoxide dismutases, not only to protect the macrophage against its own generation of reactive oxygen species, but to deny the cations to the pathogen for synthesis of its protective enzymes"
SLC11A2,HeLa cells with SLC11A2 knockdown showing low migration (distance),"SLC11A2 normally functions as Proton-coupled metal ion symporter operating with a proton to metal ion stoichiometry of 1:1 (PubMed:16475818). Selectively transports various divalent metal cations, in decreasing affinity: Cd(2+) > Fe(2+) > Co(2+), Mn(2+) >> Zn(2+), Ni(2+), VO(2+) (By similarity) (PubMed:16475818). Essential for maintenance of iron homeostasis by modulating intestinal absorption of dietary Fe(2+) and TF-associated endosomal Fe(2+) transport in erythroid precursors and other cells (PubMed:11739192). Enables Fe(2+) and Mn(2+) ion entry into mitochondria, and is thus expected to promote mitochondrial heme synthesis, iron-sulfur cluster biogenesis and antioxidant defense (By similarity). Can mediate uncoupled fluxes of either protons or metal ions"
SLC12A1,HeLa cells with SLC12A1 knockdown showing high migration (distance) and migration (speed),"SLC12A1 normally functions as Renal sodium, potassium and chloride ion cotransporter that mediates the transepithelial NaCl reabsorption in the thick ascending limb and plays an essential role in the urinary concentration and volume regulation (PubMed:21321328). Electrically silent transporter system (By similarity)"
SLC12A2,HeLa cells with SLC12A2 knockdown showing high migration (distance),"SLC12A2 normally functions as Cation-chloride cotransporter which mediates the electroneutral transport of chloride, potassium and/or sodium ions across the membrane (PubMed:14563843, PubMed:32658972, PubMed:36306358). Plays a vital role in the regulation of ionic balance and cell volume (By similarity)"
