plate_well_id,plate,well,proliferation_score,proliferation_category,prompt,video_path
LT0002_51-00322_01,LT0002_51,322,4.7681,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00322_01.mp4
LT0002_51-00047_01,LT0002_51,47,4.2683,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00047_01.mp4
LT0002_51-00273_01,LT0002_51,273,2.8415,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00273_01.mp4
LT0002_51-00350_01,LT0002_51,350,4.2745,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00350_01.mp4
LT0002_51-00090_01,LT0002_51,90,3.5946,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00090_01.mp4
LT0002_51-00135_01,LT0002_51,135,5.0625,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00135_01.mp4
LT0002_51-00356_01,LT0002_51,356,2.9661,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00356_01.mp4
LT0002_51-00099_01,LT0002_51,99,5.3095,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00099_01.mp4
LT0002_51-00158_01,LT0002_51,158,5.7949,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00158_01.mp4
LT0002_51-00171_01,LT0002_51,171,3.25,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00171_01.mp4
LT0002_51-00338_01,LT0002_51,338,3.6724,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00338_01.mp4
LT0002_51-00029_01,LT0002_51,29,3.6481,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00029_01.mp4
LT0002_51-00132_01,LT0002_51,132,3.3382,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00132_01.mp4
LT0002_51-00298_01,LT0002_51,298,5.4884,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00298_01.mp4
LT0002_51-00077_01,LT0002_51,77,4.2955,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00077_01.mp4
LT0002_51-00065_01,LT0002_51,65,4.4,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00065_01.mp4
LT0002_51-00258_01,LT0002_51,258,3.7647,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00258_01.mp4
LT0002_51-00055_01,LT0002_51,55,4.3556,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00055_01.mp4
LT0002_51-00164_01,LT0002_51,164,3.381,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00164_01.mp4
LT0002_51-00285_01,LT0002_51,285,4.0,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00285_01.mp4
LT0002_51-00232_01,LT0002_51,232,3.5319,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00232_01.mp4
LT0002_51-00308_01,LT0002_51,308,3.4474,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00308_01.mp4
LT0002_51-00026_01,LT0002_51,26,4.8889,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00026_01.mp4
LT0002_51-00220_01,LT0002_51,220,4.3846,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00220_01.mp4
LT0002_51-00006_01,LT0002_51,6,3.7895,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00006_01.mp4
LT0002_51-00037_01,LT0002_51,37,3.3148,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00037_01.mp4
LT0002_51-00295_01,LT0002_51,295,4.2692,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00295_01.mp4
LT0002_51-00281_01,LT0002_51,281,3.8548,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00281_01.mp4
LT0002_51-00283_01,LT0002_51,283,3.62,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00283_01.mp4
LT0002_51-00330_01,LT0002_51,330,3.697,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00330_01.mp4
LT0002_51-00154_01,LT0002_51,154,3.9125,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00154_01.mp4
LT0002_51-00022_01,LT0002_51,22,3.2609,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00022_01.mp4
LT0002_51-00066_01,LT0002_51,66,3.16,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00066_01.mp4
LT0002_51-00091_01,LT0002_51,91,3.7714,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00091_01.mp4
LT0002_51-00162_01,LT0002_51,162,3.48,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00162_01.mp4
LT0002_51-00052_01,LT0002_51,52,3.8889,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00052_01.mp4
LT0002_51-00173_01,LT0002_51,173,8.5625,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00173_01.mp4
LT0002_51-00233_01,LT0002_51,233,4.4032,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00233_01.mp4
LT0002_51-00159_01,LT0002_51,159,6.0,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00159_01.mp4
LT0002_51-00238_01,LT0002_51,238,4.4861,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00238_01.mp4
LT0002_51-00166_01,LT0002_51,166,5.3797,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00166_01.mp4
LT0002_51-00183_01,LT0002_51,183,4.8387,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00183_01.mp4
LT0002_51-00311_01,LT0002_51,311,5.7458,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00311_01.mp4
LT0002_51-00355_01,LT0002_51,355,3.4603,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00355_01.mp4
LT0002_51-00125_01,LT0002_51,125,5.12,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00125_01.mp4
LT0002_51-00373_01,LT0002_51,373,4.8864,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00373_01.mp4
LT0002_51-00180_01,LT0002_51,180,4.7397,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00180_01.mp4
LT0002_51-00057_01,LT0002_51,57,7.0323,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00057_01.mp4
LT0002_51-00272_01,LT0002_51,272,3.6038,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00272_01.mp4
LT0002_51-00209_01,LT0002_51,209,4.3659,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00209_01.mp4
LT0002_51-00234_01,LT0002_51,234,4.5918,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00234_01.mp4
LT0002_51-00063_01,LT0002_51,63,3.8627,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00063_01.mp4
LT0002_51-00192_01,LT0002_51,192,4.0282,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00192_01.mp4
LT0002_51-00363_01,LT0002_51,363,4.4737,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00363_01.mp4
LT0002_51-00259_01,LT0002_51,259,2.8462,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00259_01.mp4
LT0002_51-00262_01,LT0002_51,262,4.2951,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00262_01.mp4
LT0002_51-00079_01,LT0002_51,79,4.1379,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00079_01.mp4
LT0002_51-00294_01,LT0002_51,294,3.3529,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00294_01.mp4
LT0002_51-00121_01,LT0002_51,121,3.4528,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00121_01.mp4
LT0002_51-00187_01,LT0002_51,187,5.5862,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00187_01.mp4
LT0002_51-00304_01,LT0002_51,304,4.9111,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00304_01.mp4
LT0002_51-00094_01,LT0002_51,94,3.7317,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00094_01.mp4
LT0002_51-00145_01,LT0002_51,145,4.7833,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00145_01.mp4
LT0002_51-00045_01,LT0002_51,45,3.7241,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00045_01.mp4
LT0002_51-00148_01,LT0002_51,148,4.3125,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00148_01.mp4
LT0002_51-00131_01,LT0002_51,131,3.22,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00131_01.mp4
LT0002_51-00130_01,LT0002_51,130,4.8163,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00130_01.mp4
LT0002_51-00246_01,LT0002_51,246,3.3171,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00246_01.mp4
LT0002_51-00117_01,LT0002_51,117,4.3929,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00117_01.mp4
LT0002_51-00212_01,LT0002_51,212,3.8113,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00212_01.mp4
LT0002_51-00252_01,LT0002_51,252,3.2027,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00252_01.mp4
LT0002_51-00357_01,LT0002_51,357,3.4714,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00357_01.mp4
LT0002_51-00254_01,LT0002_51,254,3.5918,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00254_01.mp4
LT0002_51-00056_01,LT0002_51,56,4.8409,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00056_01.mp4
LT0002_51-00265_01,LT0002_51,265,5.5763,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00265_01.mp4
LT0002_51-00059_01,LT0002_51,59,4.7547,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00059_01.mp4
LT0002_51-00287_01,LT0002_51,287,3.8256,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00287_01.mp4
LT0002_51-00378_01,LT0002_51,378,5.0741,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00378_01.mp4
LT0002_51-00103_01,LT0002_51,103,3.1356,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00103_01.mp4
LT0002_51-00152_01,LT0002_51,152,4.0238,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00152_01.mp4
LT0002_51-00061_01,LT0002_51,61,2.9792,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00061_01.mp4
LT0002_51-00018_01,LT0002_51,18,4.8125,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00018_01.mp4
LT0002_51-00325_01,LT0002_51,325,5.0,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00325_01.mp4
LT0002_51-00083_01,LT0002_51,83,3.9667,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00083_01.mp4
LT0002_51-00015_01,LT0002_51,15,3.2791,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00015_01.mp4
LT0002_51-00335_01,LT0002_51,335,3.7073,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00335_01.mp4
LT0002_51-00011_01,LT0002_51,11,3.8732,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00011_01.mp4
LT0002_51-00216_01,LT0002_51,216,4.0769,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00216_01.mp4
LT0002_51-00270_01,LT0002_51,270,2.8833,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00270_01.mp4
LT0002_51-00351_01,LT0002_51,351,4.48,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00351_01.mp4
LT0002_51-00020_01,LT0002_51,20,3.9831,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00020_01.mp4
LT0002_51-00358_01,LT0002_51,358,3.5443,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00358_01.mp4
LT0002_51-00346_01,LT0002_51,346,3.6477,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00346_01.mp4
LT0002_51-00072_01,LT0002_51,72,3.9278,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00072_01.mp4
LT0002_51-00266_01,LT0002_51,266,4.386,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00266_01.mp4
LT0002_51-00314_01,LT0002_51,314,4.5918,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00314_01.mp4
LT0002_51-00194_01,LT0002_51,194,5.1579,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00194_01.mp4
LT0002_51-00307_01,LT0002_51,307,3.9524,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00307_01.mp4
LT0002_51-00040_01,LT0002_51,40,3.5455,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00040_01.mp4
LT0002_51-00149_01,LT0002_51,149,4.25,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00149_01.mp4
LT0002_51-00058_01,LT0002_51,58,4.8966,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00058_01.mp4
LT0002_51-00161_01,LT0002_51,161,3.4,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00161_01.mp4
LT0002_51-00038_01,LT0002_51,38,3.4231,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00038_01.mp4
LT0002_51-00019_01,LT0002_51,19,4.1034,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00019_01.mp4
LT0002_51-00213_01,LT0002_51,213,3.9583,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00213_01.mp4
LT0002_51-00032_01,LT0002_51,32,3.9661,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00032_01.mp4
LT0002_51-00070_01,LT0002_51,70,5.3571,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00070_01.mp4
LT0002_51-00202_01,LT0002_51,202,4.1452,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00202_01.mp4
LT0002_51-00069_01,LT0002_51,69,4.8298,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00069_01.mp4
LT0002_51-00184_01,LT0002_51,184,3.0,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00184_01.mp4
LT0002_51-00191_01,LT0002_51,191,4.7326,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00191_01.mp4
LT0002_51-00286_01,LT0002_51,286,3.2143,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00286_01.mp4
LT0002_51-00196_01,LT0002_51,196,3.7556,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00196_01.mp4
LT0002_51-00313_01,LT0002_51,313,4.7167,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00313_01.mp4
LT0002_51-00124_01,LT0002_51,124,3.5217,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00124_01.mp4
LT0002_51-00041_01,LT0002_51,41,3.4815,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00041_01.mp4
LT0002_51-00221_01,LT0002_51,221,3.6316,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00221_01.mp4
LT0002_51-00255_01,LT0002_51,255,4.8913,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00255_01.mp4
LT0002_51-00129_01,LT0002_51,129,4.625,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00129_01.mp4
LT0002_51-00064_01,LT0002_51,64,4.32,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00064_01.mp4
LT0002_51-00151_01,LT0002_51,151,4.2143,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00151_01.mp4
LT0002_51-00160_01,LT0002_51,160,5.0,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00160_01.mp4
LT0002_51-00177_01,LT0002_51,177,4.3582,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00177_01.mp4
LT0002_51-00256_01,LT0002_51,256,2.8906,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00256_01.mp4
LT0002_51-00114_01,LT0002_51,114,3.4912,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00114_01.mp4
LT0002_51-00280_01,LT0002_51,280,4.1304,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00280_01.mp4
LT0002_51-00359_01,LT0002_51,359,4.6727,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_51/00359_01.mp4
LT0002_02-00163_01,LT0002_02,163,3.2469,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_02/00163_01.mp4
LT0002_02-00236_01,LT0002_02,236,3.4386,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_02/00236_01.mp4
LT0002_02-00305_01,LT0002_02,305,4.463,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_02/00305_01.mp4
LT0002_02-00177_01,LT0002_02,177,3.913,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_02/00177_01.mp4
LT0002_02-00044_01,LT0002_02,44,3.9,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0002_02/00044_01.mp4
