plate,well_number,well,cell_death_label,migration_speed_label,proliferation_label,cell_death_score,migration_speed_score,proliferation_score,extreme_count,video_path,video_filename,ch5_path,initial_cell_count,initial_cell_count_label
LT0044_16,138,F18,HIGH,MED,LOW,0.340323,0.571718,-1.610386,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00138_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00138_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00138_01.ch5,53,MED
LT0044_16,139,F19,HIGH,LOW,LOW,0.195895,-0.358474,-1.29715,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00139_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0044_16-00139_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00139_01.ch5,43,LOW
LT0044_16,140,F20,HIGH,LOW,LOW,0.118978,-0.098694,-0.7711,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00140_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0044_16-00140_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00140_01.ch5,55,MED
LT0044_16,150,G6,HIGH,MED,LOW,0.087737,0.061188,-0.810386,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00150_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00150_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00150_01.ch5,53,MED
LT0044_16,151,G7,HIGH,MED,LOW,0.06803,0.775187,-1.059299,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00151_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00151_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00151_01.ch5,55,MED
LT0044_16,161,G17,HIGH,MED,LOW,0.054195,0.405513,-1.077693,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00161_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00161_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00161_01.ch5,39,LOW
LT0044_16,165,G21,LOW,HIGH,LOW,-0.007564,3.326481,-1.246497,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00165_01-cd-LOW_ms-HIGH_pr-LOW.mp4,LT0044_16-00165_01-cd-LOW_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00165_01.ch5,48,MED
LT0044_16,167,G23,LOW,LOW,LOW,-0.004184,-0.488531,-1.186973,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00167_01-cd-LOW_ms-LOW_pr-LOW.mp4,LT0044_16-00167_01-cd-LOW_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00167_01.ch5,83,MED
LT0044_16,170,H2,MED,HIGH,HIGH,0.004575,1.167064,0.921066,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00170_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0044_16-00170_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00170_01.ch5,124,HIGH
LT0044_16,171,H3,LOW,LOW,MED,-0.002905,-0.175087,0.441537,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00171_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0044_16-00171_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00171_01.ch5,69,MED
LT0044_16,172,H4,LOW,MED,HIGH,-0.003882,0.507813,0.894614,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00172_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0044_16-00172_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00172_01.ch5,68,MED
LT0044_16,174,H6,LOW,LOW,MED,-0.003807,-0.204942,-0.085386,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00174_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0044_16-00174_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00174_01.ch5,63,MED
LT0044_16,187,H19,HIGH,MED,LOW,0.159033,0.244052,-1.302052,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00187_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00187_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00187_01.ch5,98,MED
LT0044_16,188,H20,MED,HIGH,HIGH,0.004586,1.243449,0.826479,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00188_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0044_16-00188_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00188_01.ch5,161,HIGH
LT0044_16,192,H24,HIGH,MED,LOW,0.057812,0.121227,-0.885386,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00192_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00192_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00192_01.ch5,77,MED
LT0044_16,197,I5,HIGH,LOW,LOW,0.159616,-0.309542,-1.548543,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00197_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0044_16-00197_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00197_01.ch5,117,HIGH
LT0044_16,198,I6,MED,LOW,LOW,0.001457,-0.375185,-1.218719,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00198_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0044_16-00198_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00198_01.ch5,79,MED
LT0044_16,199,I7,HIGH,HIGH,MED,0.142132,1.5081,-0.156219,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00199_01-cd-HIGH_ms-HIGH_pr-MED.mp4,LT0044_16-00199_01-cd-HIGH_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00199_01.ch5,132,HIGH
LT0044_16,201,I9,MED,LOW,HIGH,0.004184,-0.14371,1.205524,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00201_01-cd-MED_ms-LOW_pr-HIGH.mp4,LT0044_16-00201_01-cd-MED_ms-LOW_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00201_01.ch5,57,MED
LT0044_16,202,I10,MED,HIGH,LOW,0.027958,1.197916,-1.004433,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00202_01-cd-MED_ms-HIGH_pr-LOW.mp4,LT0044_16-00202_01-cd-MED_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00202_01.ch5,64,MED
LT0044_16,205,I13,LOW,HIGH,MED,-0.001466,1.064513,-0.403458,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00205_01-cd-LOW_ms-HIGH_pr-MED.mp4,LT0044_16-00205_01-cd-LOW_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00205_01.ch5,93,MED
LT0044_16,213,I21,HIGH,MED,LOW,0.123794,0.661979,-1.111192,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00213_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00213_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00213_01.ch5,46,MED
LT0044_16,218,J2,HIGH,MED,LOW,0.160866,0.596228,-0.834753,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00218_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00218_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00218_01.ch5,118,HIGH
LT0044_16,222,J6,MED,HIGH,HIGH,0.041743,1.08666,0.711106,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00222_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0044_16-00222_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00222_01.ch5,73,MED
LT0044_16,223,J7,HIGH,MED,LOW,0.074343,0.563844,-1.295642,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00223_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00223_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00223_01.ch5,57,MED
LT0044_16,224,J8,HIGH,LOW,LOW,0.123093,-0.20019,-0.855974,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00224_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0044_16-00224_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00224_01.ch5,41,LOW
LT0044_16,225,J9,HIGH,MED,LOW,0.050538,0.370919,-0.915689,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00225_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00225_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00225_01.ch5,49,MED
LT0044_16,229,J13,HIGH,LOW,LOW,0.194295,-0.423813,-1.529221,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00229_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0044_16-00229_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00229_01.ch5,90,MED
LT0044_16,231,J15,HIGH,MED,LOW,0.245307,0.79325,-0.9711,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00231_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00231_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00231_01.ch5,51,MED
LT0044_16,237,J21,MED,LOW,LOW,0.040053,-0.090176,-1.158113,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00237_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0044_16-00237_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00237_01.ch5,52,MED
LT0044_16,238,J22,HIGH,HIGH,LOW,0.081206,1.045744,-0.764173,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00238_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0044_16-00238_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00238_01.ch5,59,MED
LT0044_16,240,J24,HIGH,HIGH,MED,0.099021,1.727078,-0.494081,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00240_01-cd-HIGH_ms-HIGH_pr-MED.mp4,LT0044_16-00240_01-cd-HIGH_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00240_01.ch5,69,MED
LT0044_16,241,K1,LOW,LOW,MED,-0.001718,-0.091358,-0.030547,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00241_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0044_16-00241_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00241_01.ch5,85,MED
LT0044_16,246,K6,LOW,MED,HIGH,-0.003092,0.629503,1.052114,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00246_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0044_16-00246_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00246_01.ch5,61,MED
LT0044_16,254,K14,MED,HIGH,HIGH,0.024274,1.164418,0.787342,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00254_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0044_16-00254_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00254_01.ch5,74,MED
LT0044_16,260,K20,MED,LOW,LOW,0.018448,-0.094994,-1.342528,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00260_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0044_16-00260_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00260_01.ch5,54,MED
LT0044_16,262,K22,MED,HIGH,HIGH,0.00436,1.005677,0.704358,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00262_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0044_16-00262_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00262_01.ch5,80,MED
LT0044_16,264,K24,HIGH,LOW,LOW,0.317202,-0.240126,-1.085386,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00264_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0044_16-00264_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00264_01.ch5,51,MED
LT0044_16,273,L9,MED,HIGH,LOW,0.022214,1.331812,-0.678489,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00273_01-cd-MED_ms-HIGH_pr-LOW.mp4,LT0044_16-00273_01-cd-MED_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00273_01.ch5,103,MED
LT0044_16,283,L19,MED,HIGH,HIGH,0.038915,1.394169,0.873874,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00283_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0044_16-00283_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00283_01.ch5,81,MED
LT0044_16,288,L24,HIGH,MED,LOW,0.681361,0.103257,-1.332194,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00288_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00288_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00288_01.ch5,72,MED
LT0044_16,290,M2,HIGH,LOW,LOW,0.73471,-0.230553,-1.581038,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00290_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0044_16-00290_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00290_01.ch5,62,MED
LT0044_16,295,M7,HIGH,HIGH,LOW,0.310044,1.153591,-1.237498,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00295_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0044_16-00295_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00295_01.ch5,108,MED
LT0044_16,296,M8,HIGH,MED,LOW,0.364103,0.347034,-1.135386,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00296_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00296_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00296_01.ch5,96,MED
LT0044_16,301,M13,HIGH,MED,LOW,0.515259,0.128282,-1.785386,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00301_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00301_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00301_01.ch5,77,MED
LT0044_16,309,M21,MED,HIGH,HIGH,0.004343,1.166486,1.058011,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00309_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0044_16-00309_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00309_01.ch5,67,MED
LT0044_16,317,N5,HIGH,MED,LOW,0.390703,0.104488,-1.658113,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00317_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00317_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00317_01.ch5,102,MED
LT0044_16,319,N7,HIGH,MED,LOW,0.101536,0.328809,-0.987426,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00319_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00319_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00319_01.ch5,76,MED
LT0044_16,321,N9,LOW,LOW,MED,-0.002326,-0.323805,-0.208463,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00321_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0044_16-00321_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00321_01.ch5,99,MED
LT0044_16,331,N19,HIGH,HIGH,LOW,0.147703,1.046804,-1.185386,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00331_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0044_16-00331_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00331_01.ch5,67,MED
LT0044_16,332,N20,HIGH,HIGH,LOW,0.102435,1.278603,-0.885386,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00332_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0044_16-00332_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00332_01.ch5,70,MED
LT0044_16,335,N23,MED,HIGH,HIGH,0.011235,1.426086,0.7998,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00335_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0044_16-00335_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00335_01.ch5,91,MED
LT0044_16,338,O2,HIGH,MED,LOW,0.411127,0.308432,-1.319348,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00338_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00338_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00338_01.ch5,64,MED
LT0044_16,340,O4,LOW,MED,HIGH,-0.005072,0.208948,0.625726,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00340_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0044_16-00340_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00340_01.ch5,63,MED
LT0044_16,343,O7,HIGH,MED,LOW,0.061213,0.208826,-1.552052,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00343_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00343_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00343_01.ch5,56,MED
LT0044_16,344,O8,MED,LOW,HIGH,0.002697,-0.098748,0.694614,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00344_01-cd-MED_ms-LOW_pr-HIGH.mp4,LT0044_16-00344_01-cd-MED_ms-LOW_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00344_01.ch5,70,MED
LT0044_16,345,O9,LOW,MED,HIGH,-0.004669,0.657615,1.044439,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00345_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0044_16-00345_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00345_01.ch5,79,MED
LT0044_16,346,O10,HIGH,MED,LOW,0.053381,0.065352,-0.783936,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00346_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00346_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00346_01.ch5,92,MED
LT0044_16,348,O12,LOW,MED,HIGH,-0.002672,0.171966,0.816107,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00348_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0044_16-00348_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00348_01.ch5,86,MED
LT0044_16,349,O13,HIGH,MED,LOW,0.370065,0.544325,-1.110386,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00349_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00349_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00349_01.ch5,48,MED
LT0044_16,357,O21,HIGH,HIGH,LOW,0.146846,2.085509,-1.575862,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00357_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0044_16-00357_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00357_01.ch5,63,MED
LT0044_16,363,P3,HIGH,MED,LOW,0.222401,0.122244,-0.981276,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00363_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0044_16-00363_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00363_01.ch5,95,MED
LT0044_16,364,P4,MED,HIGH,HIGH,0.021144,1.086959,0.631856,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00364_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0044_16-00364_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00364_01.ch5,72,MED
LT0044_16,365,P5,MED,LOW,LOW,0.015078,-0.151612,-1.096924,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0044_16-00365_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0044_16-00365_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0044_16--ex2005_06_24--sp2005_05_19--tt17--c4/hdf5/00365_01.ch5,61,MED
